,Date,Area,Region,Trigger,Depth,Width
46,2021-02-28,Avalanche: West Willow,Salt Lake,Natural,,
47,2021-02-27,Avalanche: Cutler Ridge,Ogden,Skier,"12""",40'
48,2021-02-27,Avalanche: Cardiff Bowl,Salt Lake,Unknown,"10""",300'
49,2021-02-27,Avalanche: Check Your Pants,Logan,Natural,3',100'
50,2021-02-27,Avalanche: Murdock Peak,Salt Lake,Skier,"11""",60'
1,2021-02-27,Avalanche: Murdock Peak,Salt Lake,Unknown,"11""",125'
2,2021-02-26,Avalanche: Reynolds Pk,Salt Lake,Natural,,
3,2021-02-26,Avalanche: Uintas,Uintas,Natural,,150'
4,2021-02-23,Avalanche: Upper Weber Canyon,Uintas,Explosive,5',700'
5,2021-02-22,Avalanche: Mt. Marsell,Uintas,Natural,8',"3,500'"
6,2021-02-22,Avalanche: Provo,Provo,Natural,,900'
7,2021-02-22,Avalanche: North Tent Mountain,Skyline,Natural,5',"5,000'"
8,2021-02-22,Avalanche: Uintas,Uintas,Natural,2.5',900'
9,2021-02-22,Avalanche: Pink Pine,Salt Lake,Skier,"18""",20'
10,2021-02-22,Avalanche: Loggers Fork,Skyline,Natural,"6""",200'
11,2021-02-21,Avalanche: Staker,Skyline,Natural,3',"1,500'"
12,2021-02-21,Avalanche: Shady Pines,Uintas,,3',250'
13,2021-02-21,Avalanche: South Fork Coal Fork,Skyline,Natural,3',200'
14,2021-02-21,Avalanche: Black Canyon,Skyline,Snowmobiler,4',500'
15,2021-02-21,Avalanche: Jordan Canyon,Skyline,Natural,3',"5,000'"
16,2021-02-21,Avalanche: Burnout Canyon,Skyline,Natural,2.5',100'
17,2021-02-21,Avalanche: Poulson Ridge,Skyline,Natural,3.5',300'
18,2021-02-21,Avalanche: Pleasant Creek,Skyline,Natural,3',"1,000'"
19,2021-02-21,Avalanche: Seeley Canyon,Skyline,Natural,3',"1,000'"
20,2021-02-21,Avalanche: Staker,Skyline,Natural,3',"1,000'"
21,2021-02-21,Avalanche: West Monitor,Salt Lake,Skier,,
22,2021-02-21,Avalanche: Jimmys Fork,Skyline,Natural,2.5',200'
23,2021-02-21,Avalanche: Big Horseshoe,Skyline,Natural,4',600'
24,2021-02-21,Avalanche: Big Drift/Skyline Summit,Skyline,Natural,4',400'
25,2021-02-21,Avalanche: Mill Fork,Skyline,Natural,3',250'
26,2021-02-21,Avalanche: Wedding Ring Ridge,Skyline,Natural,2.5',600'
27,2021-02-21,Avalanche: North Fork,Skyline,Natural,3',300'
28,2021-02-21,Avalanche: Phone Shot,Skyline,Natural,3',"1,000'"
29,2021-02-21,Avalanche: Staker,Skyline,Natural,3',"2,500'"
30,2021-02-21,Avalanche: Middle Fork Weber River,Uintas,Natural,,
31,2021-02-21,Avalanche: Rolfson,Skyline,Natural,3.5',800'
32,2021-02-21,Avalanche: Hogum,Salt Lake,Unknown,,20'
33,2021-02-21,Avalanche: North Fork Six Mile Canyon,Skyline,Natural,3',
34,2021-02-21,Avalanche: Rolfson,Skyline,Natural,3.5',500'
35,2021-02-21,Avalanche: Chokecherry Ridge,Skyline,Natural,,
36,2021-02-21,Avalanche: Grizzly,Skyline,Natural,3',100'
37,2021-02-20,Avalanche: Loafer Mountain,Provo,Natural,3',250'
38,2021-02-20,Avalanche: Boss Canyon,Logan,Unknown,3',100'
39,2021-02-20,Avalanche: North Shumway,Logan,Natural,,200'
40,2021-02-20,Avalanche: Circleville Mountain,Southwest,Natural,2',200'
41,2021-02-20,Accident: Sherman Peak,SE Idaho,Snowmobiler,3.5',450'
42,2021-02-20,Avalanche: Soapstone Cliffs,Uintas,Unknown,3',150'
43,2021-02-20,Avalanche: Mitton Peak,Logan,Natural,3',
44,2021-02-20,Avalanche: Seven Sisters,Logan,Natural,4',"5,000'"
45,2021-02-20,Avalanche: Uintas,Uintas,Snowmobiler,,200'
46,2021-02-20,Avalanche: Mt Nebo Loop Road,Provo,Snowmobiler,5.5',250'
47,2021-02-20,Avalanche: Lone Peak,Salt Lake,Natural,4',300'
48,2021-02-20,Avalanche: Mill Hollow,Logan,Natural,3.5',"1,000'"
49,2021-02-20,Avalanche: Room of Doom,Salt Lake,Natural,"18""",700'
50,2021-02-20,Avalanche: North Bowl of Wilderness Peak,Logan,Snowmobiler,4',600'
1,2021-02-20,Avalanche: Circleville Mountain,Southwest,Natural,2',200'
2,2021-02-19,Avalanche: Woodland Hills,Provo,Natural,,100'
3,2021-02-19,Avalanche: South Fork Weber River,Uintas,Skier,2',"1,000'"
4,2021-02-19,Avalanche: Boundary Creek,Uintas,Natural,4',350'
5,2021-02-19,Avalanche: Cascade Ridge,Provo,Unknown,2',900'
6,2021-02-18,Avalanche: Lowry Fork,Skyline,Snowmobiler,3.5',80'
7,2021-02-18,Avalanche: Ben Lomond,Ogden,Natural,,
8,2021-02-18,Avalanche: Middle Fork,Skyline,Snowmobiler,2.5',450'
9,2021-02-18,Avalanche: White Pine,Salt Lake,Natural,"17""",
10,2021-02-18,Avalanche: Bountiful,Salt Lake,Natural,4',
11,2021-02-18,Avalanche: Midnight Lake,Logan,Snowmobiler,4',"1,000'"
12,2021-02-18,Avalanche: Middle Fork Weber River,Uintas,Unknown,,250'
13,2021-02-18,Avalanche: Red Pine Gulch,Salt Lake,Unknown,3',
14,2021-02-18,Avalanche: Bald Mountain,Uintas,Natural,,200'
15,2021-02-18,Avalanche: Water Canyon,Logan,Natural,,
16,2021-02-18,Avalanche: Mill Hollow,Uintas,Unknown,2.5',"1,000'"
17,2021-02-18,Avalanche: Argenta,Salt Lake,Explosive,,800'
18,2021-02-18,Avalanche: Prader Hollow,Logan,Natural,,
19,2021-02-18,Avalanche: Stairs Gulch,Salt Lake,Explosive,,
20,2021-02-18,Avalanche: Greaseball,Salt Lake,Explosive,,
21,2021-02-17,Avalanche: White Pine,Salt Lake,Natural,,
22,2021-02-17,Avalanche: Ephraim Canyon,Skyline,Snowmobiler,2.5',45'
23,2021-02-17,Avalanche: Little Pine,Salt Lake,Explosive,,
24,2021-02-17,"Avalanche: Providence Peak, East Face",Logan,Natural,3',500'
25,2021-02-17,Avalanche: Blue Slide Fork,Skyline,Natural,3',800'
26,2021-02-17,Avalanche: Catchers Mit,Salt Lake,Natural,,"1,500'"
27,2021-02-17,Avalanche: Superior,Salt Lake,Explosive,,
28,2021-02-17,Avalanche: Little Pine,Salt Lake,Explosive,,
29,2021-02-17,Avalanche: Tuscarora,Salt Lake,Natural,4.5',400'
30,2021-02-17,Avalanche: Mid Ivory,Salt Lake,Natural,,600'
31,2021-02-17,Avalanche: Black Canyon,Ogden,Natural,,
32,2021-02-17,Avalanche: Superior,Salt Lake,Explosive,,
33,2021-02-17,Avalanche: Mount Naomi Wilderness,Logan,Natural,,
34,2021-02-17,Avalanche: White Pine,Salt Lake,Explosive,,
35,2021-02-17,Avalanche: High Ivory,Salt Lake,Natural,,"1,500'"
36,2021-02-17,Avalanche: Big Horseshoe,Skyline,Natural,2.5',350'
37,2021-02-17,Avalanche: Superior,Salt Lake,Explosive,,
38,2021-02-17,Avalanche: Wood Camp,Logan,Natural,6',"5,000'"
39,2021-02-17,Avalanche: White Pine,Salt Lake,Explosive,,
40,2021-02-17,Avalanche: Miller Flat Reservoir,Skyline,Natural,6',500'
41,2021-02-17,Avalanche: Park City Ridgeline,Salt Lake,Natural,2.5',200'
42,2021-02-17,Avalanche: Hellgate,Salt Lake,Explosive,,
43,2021-02-17,Avalanche: White Pine Chutes,Salt Lake,Explosive,,
44,2021-02-17,Avalanche: Miller Bowl,Logan,Unknown,4',500'
45,2021-02-17,Avalanche: Miller Flat Reservoir,Skyline,Natural,2.5',100'
46,2021-02-17,Avalanche: Cardiac Ridge,Salt Lake,Natural,,"1,000'"
47,2021-02-17,Avalanche: Tanners Gulch,Salt Lake,Natural,,
48,2021-02-17,Avalanche: North Fork,Skyline,Natural,2.5',100'
49,2021-02-17,Avalanche: Hellgate,Salt Lake,Explosive,,
50,2021-02-17,Avalanche: Cardiac Ridge,Salt Lake,Natural,2',125'
1,2021-02-17,Avalanche: Ivory Slabs,Salt Lake,Natural,2',600'
2,2021-02-17,Avalanche: White Pine Chutes,Salt Lake,Explosive,,
3,2021-02-17,Avalanche: Cirque,Logan,Natural,3',200'
4,2021-02-17,Avalanche: White Pine,Salt Lake,Natural,,
5,2021-02-17,Avalanche: Hellgate,Salt Lake,Explosive,,
6,2021-02-17,Avalanche: Catchers Mit,Salt Lake,Natural,3',150'
7,2021-02-17,Avalanche: Black Canyon,Skyline,Natural,2.5',600'
8,2021-02-17,Avalanche: White Pine Chutes,Salt Lake,Explosive,,
9,2021-02-17,"Avalanche: Providence Peak, East Face",Logan,Natural,3',300'
10,2021-02-17,Avalanche: Miller Bowl,Logan,Natural,4',500'
11,2021-02-17,Avalanche: Blue Bell,Skyline,Natural,2.5',200'
12,2021-02-17,Avalanche: Main Gobblers,Salt Lake,Natural,4',700'
13,2021-02-17,Avalanche: White Pine,Salt Lake,Natural,,
14,2021-02-17,Avalanche: The Cove,Skyline,Natural,3',250'
15,2021-02-17,Avalanche: Hellgate,Salt Lake,Explosive,,
16,2021-02-17,Avalanche: Rocky Point,Salt Lake,Natural,3.5',90'
17,2021-02-17,Avalanche: Hellgate,Salt Lake,Explosive,,
18,2021-02-17,Avalanche: Scotties Bowl,Salt Lake,Explosive,4',200'
19,2021-02-17,Avalanche: DB Bowl,Logan,Natural,3',400'
20,2021-02-17,Avalanche: Ephraim Canyon,Skyline,Natural,3',175'
21,2021-02-17,Avalanche: Pointy Peak,Salt Lake,Natural,"4""",150'
22,2021-02-17,Avalanche: White Pine Chutes,Salt Lake,Natural,,
23,2021-02-17,Avalanche: Short Swing,Salt Lake,Natural,,50'
24,2021-02-17,Avalanche: Hellgate,Salt Lake,Explosive,,
25,2021-02-17,Avalanche: East Hellgate,Salt Lake,Explosive,,
26,2021-02-17,Avalanche: Fly Canyon,Skyline,Natural,2.5',200'
27,2021-02-17,Avalanche: Tanners Gulch,Salt Lake,Natural,,
28,2021-02-17,Avalanche: Niotche Creek,Southwest,Natural,2.5',
29,2021-02-17,Avalanche: Philadelphia Flats,Skyline,Natural,3',100'
30,2021-02-17,Avalanche: Little Cottonwood Canyon,Salt Lake,Natural,,
31,2021-02-17,Avalanche: Happy Days,Salt Lake,Unknown,,60'
32,2021-02-17,Avalanche: Flagstaff Gully,Salt Lake,Explosive,,
33,2021-02-17,Avalanche: Maybird Chute,Salt Lake,Natural,,
34,2021-02-17,Avalanche: Scottys,Skyline,Natural,2.5',60'
35,2021-02-17,Avalanche: Mineral Fork,Salt Lake,Natural,,
36,2021-02-17,Avalanche: Little Cottonwood Canyon,Salt Lake,Natural,,
37,2021-02-17,Avalanche: Knob Mountain,Skyline,Natural,3',50'
38,2021-02-17,Avalanche: Flagstaff Gully,Salt Lake,Explosive,,
39,2021-02-17,Avalanche: Bennetts Canyon,Skyline,Natural,2',"1,000'"
40,2021-02-17,Avalanche: White Pine Chutes,Salt Lake,Natural,,
41,2021-02-17,Avalanche: Little Pine,Salt Lake,Natural,,
42,2021-02-17,Avalanche: East of Bloomington Lake,Logan,Natural,4',"1,000'"
43,2021-02-17,Avalanche: White Pine,Salt Lake,Natural,,
44,2021-02-17,Avalanche: Rolfson,Skyline,Natural,3',"1,500'"
45,2021-02-17,Avalanche: Little Superior,Salt Lake,Natural,,
46,2021-02-17,Avalanche: East of Bloomington Lake,Logan,Natural,8',300'
47,2021-02-17,Avalanche: Monte Cristo,Salt Lake,Explosive,,
48,2021-02-17,Avalanche: Tanners Gulch,Salt Lake,Natural,,
49,2021-02-17,Avalanche: South Fork North Creek,Skyline,Natural,3',800'
50,2021-02-17,Avalanche: Tanners Gulch,Salt Lake,Natural,,
1,2021-02-17,Avalanche: White Pine Chutes,Salt Lake,Natural,,
2,2021-02-17,Avalanche: Scottys,Skyline,Natural,2.5',60'
3,2021-02-17,Avalanche: Little Pine,Salt Lake,Natural,,
4,2021-02-17,Avalanche: East of Bloomington Lake,Logan,Natural,4',"1,000'"
5,2021-02-17,Avalanche: White Pine,Salt Lake,Natural,,
6,2021-02-17,Avalanche: Rolfson,Skyline,Natural,3',"1,500'"
7,2021-02-17,Avalanche: Little Superior,Salt Lake,Natural,,
8,2021-02-17,Avalanche: East of Bloomington Lake,Logan,Natural,8',300'
9,2021-02-17,Avalanche: Monte Cristo,Salt Lake,Explosive,,
10,2021-02-17,Avalanche: Tanners Gulch,Salt Lake,Natural,,
11,2021-02-17,Avalanche: South Fork North Creek,Skyline,Natural,3',800'
12,2021-02-17,Avalanche: Tanners Gulch,Salt Lake,Natural,,
13,2021-02-17,Avalanche: Upper Weber Canyon,Uintas,Explosive,4.5',400'
14,2021-02-17,Avalanche: Monte Cristo,Salt Lake,Explosive,,
15,2021-02-17,"Avalanche: Cherry Peak, West Face",Logan,Natural,4',"1,000'"
16,2021-02-17,Avalanche: White Pine,Salt Lake,Natural,,
17,2021-02-16,Avalanche: Hellgate,Salt Lake,Explosive,,
18,2021-02-16,Avalanche: Little Superior,Salt Lake,Explosive,,
19,2021-02-16,Avalanche: Morning Glory,Logan,Natural,,"1,000'"
20,2021-02-16,Avalanche: Hellgate,Salt Lake,Explosive,,
21,2021-02-16,Avalanche: Hellgate,Salt Lake,Explosive,,
22,2021-02-16,Avalanche: Gobblers,Salt Lake,Natural,,300'
23,2021-02-16,Avalanche: Big Cottonwood Canyon,Salt Lake,Natural,"6""",
24,2021-02-16,Avalanche: Maple Bench,Logan,Natural,,
25,2021-02-16,Avalanche: Monte Cristo,Salt Lake,Explosive,,
26,2021-02-16,Avalanche: Hellgate,Salt Lake,Explosive,,
27,2021-02-16,Avalanche: Cardiff Fork,Salt Lake,Natural,2.5',20'
28,2021-02-16,Avalanche: Cottonwood Ridgeline,Salt Lake,Explosive,,
29,2021-02-16,Avalanche: Hellgate,Salt Lake,Explosive,,
30,2021-02-16,Avalanche: Main Porter,Salt Lake,Natural,,
31,2021-02-16,Avalanche: Little Pine,Salt Lake,Explosive,,
32,2021-02-16,Avalanche: Emma Ridges,Salt Lake,Explosive,,
33,2021-02-16,Avalanche: Little Pine,Salt Lake,Explosive,,
34,2021-02-16,Avalanche: White Pine Chutes,Salt Lake,Natural,,
35,2021-02-16,Avalanche: Powder Park,Salt Lake,Natural,,30'
36,2021-02-16,Avalanche: White Pine,Salt Lake,Explosive,,
37,2021-02-16,Avalanche: Stansbury Range,Salt Lake,Unknown,,
38,2021-02-16,Avalanche: White Pine,Salt Lake,Natural,,
39,2021-02-16,Avalanche: Main Porter,Salt Lake,Natural,,
40,2021-02-16,Avalanche: White Pine,Salt Lake,Explosive,,
41,2021-02-16,Avalanche: White Pine Chutes,Salt Lake,Natural,,
42,2021-02-16,Avalanche: Ogden,Ogden,Skier,"16""",50'
43,2021-02-16,Avalanche: White Pine Chutes,Salt Lake,Explosive,,
44,2021-02-16,Avalanche: White Pine,Salt Lake,Natural,,
45,2021-02-16,Avalanche: Catchers Mit,Salt Lake,Natural,,400'
46,2021-02-16,Avalanche: Superior,Salt Lake,Natural,2',50'
47,2021-02-16,Avalanche: White Pine Chutes,Salt Lake,Explosive,,
48,2021-02-16,Avalanche: White Pine,Salt Lake,Natural,,
49,2021-02-16,Avalanche: Superior,Salt Lake,Explosive,,
50,2021-02-16,Avalanche: Superior,Salt Lake,Explosive,,
1,2021-02-16,Avalanche: Superior,Salt Lake,Natural,2',50'
2,2021-02-16,Avalanche: White Pine Chutes,Salt Lake,Explosive,,
3,2021-02-16,Avalanche: Superior,Salt Lake,Explosive,,
4,2021-02-16,Avalanche: Hells Canyon,Ogden,Natural,,
5,2021-02-16,Avalanche: Superior,Salt Lake,Explosive,,
6,2021-02-16,Avalanche: White Pine Chutes,Salt Lake,Explosive,,
7,2021-02-16,Avalanche: Hellgate,Salt Lake,Explosive,,
8,2021-02-16,Avalanche: Coalpit,Salt Lake,Natural,,
9,2021-02-16,Avalanche: Superior,Salt Lake,Explosive,,
10,2021-02-16,Avalanche: CYP,Logan,Unknown,"18""",200'
11,2021-02-16,Avalanche: White Pine Chutes,Salt Lake,Natural,,
12,2021-02-15,Avalanche: Abajos,Abajos,Natural,2',300'
13,2021-02-15,Avalanche: Moonlight,Salt Lake,Natural,,
14,2021-02-15,Avalanche: Chute Camp Site,Skyline,Natural,"20""",350'
15,2021-02-15,Avalanche: White Pine Chutes,Salt Lake,Explosive,,
16,2021-02-15,Avalanche: Little Pine,Salt Lake,Explosive,,
17,2021-02-15,Avalanche: Cutler Ridge,Ogden,Skier,"16""",20'
18,2021-02-15,Avalanche: Cutler Ridge,Ogden,Skier,"4""",
19,2021-02-14,Avalanche: White Pine Chutes,Salt Lake,Explosive,,
20,2021-02-14,Avalanche: Hells Canyon,Ogden,Unknown,,
21,2021-02-14,Avalanche: Little Pine,Salt Lake,Explosive,,
22,2021-02-14,Avalanche: West Porter,Salt Lake,Natural,3',"3,500'"
23,2021-02-14,Avalanche: Hellgate,Salt Lake,Explosive,,
24,2021-02-14,Avalanche: Mt Raymond,Salt Lake,Unknown,,300'
25,2021-02-14,Avalanche: Hellgate,Salt Lake,Explosive,,
26,2021-02-14,Avalanche: Willard Peak,Ogden,Natural,,
27,2021-02-14,Avalanche: Hellgate,Salt Lake,Explosive,,
28,2021-02-14,Avalanche: Gods Lawnmower,Salt Lake,,,
29,2021-02-14,Avalanche: Hellgate,Salt Lake,Explosive,,
30,2021-02-14,Avalanche: Flagstaff Ridge,Salt Lake,Unknown,,
31,2021-02-14,Avalanche: Toledo Bowl,Salt Lake,Explosive,,
32,2021-02-14,Avalanche: Flagstaff Ridge,Salt Lake,Skier,,
33,2021-02-14,Avalanche: Big Meadow,Skyline,Skier,3',60'
34,2021-02-14,Avalanche: Gobblers,Salt Lake,Unknown,,
35,2021-02-14,Avalanche: Upper Weber Canyon,Uintas,Natural,3',700'
36,2021-02-14,Avalanche: Alexander Basin,Salt Lake,Natural,,100'
37,2021-02-14,Avalanche: Little Superior,Salt Lake,Explosive,,
38,2021-02-14,Avalanche: Little Water,Salt Lake,Unknown,,25'
39,2021-02-14,Avalanche: Superior,Salt Lake,Explosive,,
40,2021-02-14,Avalanche: Superior,Salt Lake,Explosive,,
41,2021-02-14,Avalanche: Superior,Salt Lake,Explosive,,
42,2021-02-14,Avalanche: Superior,Salt Lake,Explosive,,
43,2021-02-14,Avalanche: Grizzly Gulch,Salt Lake,Natural,"12""",50'
44,2021-02-13,Avalanche: White Pine Chutes,Salt Lake,Natural,,
45,2021-02-13,Avalanche: Mt Raymond,Salt Lake,Natural,,100'
46,2021-02-13,Avalanche: Little Pine,Salt Lake,Natural,,
47,2021-02-13,Avalanche: Little Pine,Salt Lake,Natural,,
48,2021-02-13,Avalanche: White Pine Chutes,Salt Lake,Natural,,
49,2021-02-13,Avalanche: Gold Basin,Moab,Natural,,200'
50,2021-02-13,Avalanche: Little Pine,Salt Lake,Natural,,
1,2021-02-13,"Avalanche: The Gut, East Face of White Pine Knob",Logan,Skier,4',500'
2,2021-02-13,Avalanche: Tower Mountain,Uintas,Snowmobiler,2',250'
3,2021-02-13,Avalanche: Aspen Grove,Provo,Natural,,
4,2021-02-13,Avalanche: Wellsville Mountain Wilderness,Logan,Natural,4',150'
5,2021-02-13,Avalanche: Moab,Moab,Natural,,
6,2021-02-13,Avalanche: White Pine Chutes,Salt Lake,Natural,,
7,2021-02-13,Avalanche: The Ice Box,Salt Lake,Natural,3.5',200'
8,2021-02-13,Avalanche: White Pine,Salt Lake,Natural,,
9,2021-02-13,Avalanche: White Pine Chutes,Salt Lake,Natural,,
10,2021-02-13,Avalanche: Mt Raymond,Salt Lake,Natural,,100'
11,2021-02-13,Avalanche: Little Pine,Salt Lake,Natural,,
12,2021-02-13,Avalanche: Little Pine,Salt Lake,Natural,,
13,2021-02-12,Avalanche: Emma Ridges,Salt Lake,Skier,"7""",60'
14,2021-02-12,Avalanche: White Pine,Salt Lake,Natural,,
15,2021-02-12,Avalanche: Reynolds Peak,Salt Lake,Skier,"7""",200'
16,2021-02-12,Avalanche: White Pine,Salt Lake,Natural,,
17,2021-02-12,Avalanche: West Desolation Ridge,Salt Lake,Natural,2',200'
18,2021-02-12,Avalanche: Garden City Canyon,Logan,Natural,,
19,2021-02-12,Avalanche: Hells Canyon,Ogden,Unknown,2.5',150'
20,2021-02-12,Avalanche: West Hellgate,Salt Lake,Explosive,,
21,2021-02-12,Avalanche: Hellgate,Salt Lake,Explosive,,
22,2021-02-12,Avalanche: Cutler Ridge,Ogden,Skier,"10""",100'
23,2021-02-12,Avalanche: East Hellgate,Salt Lake,Explosive,,
24,2021-02-12,Avalanche: Patsey Trees,Salt Lake,Skier,"4""",30'
25,2021-02-12,Avalanche: Hellgate,Salt Lake,Explosive,,
26,2021-02-12,Avalanche: Hellgate,Salt Lake,Explosive,,
27,2021-02-12,Avalanche: Hellgate,Salt Lake,Explosive,,
28,2021-02-12,Avalanche: Gods Lawnmower,Salt Lake,Natural,3',700'
29,2021-02-12,Avalanche: Ogden,Ogden,Skier,"6""",10'
30,2021-02-12,Avalanche: Pioneer Ridge,Salt Lake,Natural,"14""",500'
31,2021-02-11,Avalanche: Powder Park,Salt Lake,Unknown,"12""",
32,2021-02-11,Avalanche: Peter Sinks,Logan,Snowmobiler,4',100'
33,2021-02-11,Avalanche: Highline,Salt Lake,Unknown,2.5',100'
34,2021-02-11,Avalanche: Moonlight,Salt Lake,Natural,2',125'
35,2021-02-08,Avalanche: Dry Fork of AF,Salt Lake,,,
36,2021-02-08,Avalanche: Bear Lake Overlook,Logan,Snowmobiler,4',250'
37,2021-02-08,Avalanche: Salt Lake,Salt Lake,Snowmobiler,2',80'
38,2021-02-08,Avalanche: Upper AF,Salt Lake,Natural,3',175'
39,2021-02-07,Avalanche: Roundy Basin,Uintas,Natural,2',600'
40,2021-02-07,Avalanche: Barrieto,Salt Lake,Natural,,
41,2021-02-07,Avalanche: Cornice Ridge,Logan,Natural,4',"1,000'"
42,2021-02-07,Avalanche: Mill Canyon,Skyline,Natural,,
43,2021-02-07,Avalanche: Huntington Canyon,Skyline,Natural,,
44,2021-02-07,Avalanche: North Fork,Skyline,Snowmobiler,2.5',175'
45,2021-02-07,Avalanche: Lowry Fork,Skyline,Snowmobiler,2.5',150'
46,2021-02-07,Avalanche: West Willow,Salt Lake,Natural,3',"1,000'"
47,2021-02-07,Avalanche: Tanners Gulch,Salt Lake,Natural,3',250'
48,2021-02-07,Avalanche: Lambs Canyon,Salt Lake,Natural,2',150'
49,2021-02-07,Avalanche: Squaretop,Salt Lake,Natural,2.5',150'
50,2021-02-07,Avalanche: Jet Fox,Skyline,Natural,4',125'
1,2021-02-07,Avalanche: Wedding Ring Ridge,Skyline,Natural,,
2,2021-02-06,Avalanche: Salt Lake,Salt Lake,Natural,"18""",300'
3,2021-02-06,Avalanche: Days Fork,Salt Lake,Natural,3',
4,2021-02-06,Avalanche: Currant Creek Peak SE,Uintas,Natural,2',250'
5,2021-02-06,"Avalanche: Mt. Magog, South Ridge",Logan,Natural,3',350'
6,2021-02-06,Avalanche: Swan Peak,Logan,Natural,,
7,2021-02-06,Avalanche: Mill B South,Salt Lake,Natural,3',"1,000'"
8,2021-02-06,Avalanche: Castle Rock,Logan,Natural,3',600'
9,2021-02-06,Avalanche: Chalk Creek/Aegars,Uintas,Snowmobiler,5',300'
10,2021-02-06,Avalanche: Currant Creek Peak NE,Uintas,Snowmobiler,3',800'
11,2021-02-06,Avalanche: Chicken Hill,Logan,Unknown,"2""",200'
12,2021-02-06,Avalanche: Bald Mountain,Uintas,Natural,3',250'
13,2021-02-06,Accident: Wilson Glade,Salt Lake,Skier,3.5',"1,000'"
14,2021-02-06,Avalanche: Wilderness Peak,Logan,Natural,3',800'
15,2021-02-06,Avalanche: Raymond Glade,Salt Lake,Natural,,
16,2021-02-06,Avalanche: Mill Hollow,Uintas,Snowmobiler,,
17,2021-02-06,Avalanche: Sunset Peak,Salt Lake,Natural,5',500'
18,2021-02-06,Avalanche: East Fork Moffit Creek,Uintas,Snowmobiler,,
19,2021-02-06,Avalanche: Comm Tower Peak,Uintas,Natural,,150'
20,2021-02-06,Avalanche: Double Hill Shoulder,Uintas,Skier,3',200'
21,2021-02-06,Accident: Mary Ellen,Salt Lake,Snowmobiler,,
22,2021-02-06,Accident: Moffit Bowl,Uintas,Snowmobiler,6',"1,500'"
23,2021-02-06,Avalanche: The Cove,Skyline,Snowmobiler,4',"1,000'"
24,2021-02-06,Avalanche: Cardiac Bowl,Salt Lake,Natural,,500'
25,2021-02-06,Avalanche: Days Draw,Salt Lake,Natural,,
26,2021-02-06,Avalanche: West Monitor,Salt Lake,Unknown,3',500'
27,2021-02-06,Avalanche: North Fork,Skyline,Natural,3.5',300'
28,2021-02-06,Avalanche: Wilson Fork,Salt Lake,Natural,2',250'
29,2021-02-06,Avalanche: Toots Suite,Salt Lake,Natural,2.5',100'
30,2021-02-06,Avalanche: West Desolation Ridge,Salt Lake,Natural,2.5',350'
31,2021-02-06,Avalanche: West Monitor,Salt Lake,Natural,,50'
32,2021-02-06,Avalanche: Yellow Jacket,Salt Lake,Natural,4',100'
33,2021-02-06,Avalanche: Philadelphia Flats,Skyline,Snowmobiler,2',100'
34,2021-02-06,Avalanche: Ant Knolls,Provo,Natural,2',300'
35,2021-02-06,Avalanche: Claytons,Salt Lake,Skier,2',70'
36,2021-02-06,Avalanche: Swan Peak,Logan,Skier,2',200'
37,2021-02-06,Avalanche: Spring Creek,Skyline,Natural,,
38,2021-02-06,Avalanche: Main Porter,Salt Lake,Skier,2',300'
39,2021-02-06,Avalanche: Timberlakes,Uintas,Snowmobiler,2',60'
40,2021-02-06,Avalanche: Upper Moffit Basin,Uintas,Natural,3.5',250'
41,2021-02-05,Avalanche: Yellow Jacket,Salt Lake,Natural,2',
42,2021-02-05,Avalanche: North Bowl of Mt. Elmer,Logan,Natural,3',700'
43,2021-02-05,Avalanche: Double Hill,Uintas,Natural,8',600'
44,2021-02-05,Avalanche: Lake Desolation,Salt Lake,Natural,2.5',300'
45,2021-02-05,Avalanche: Short Swing,Salt Lake,Unknown,2',60'
46,2021-02-05,Avalanche: West Desolation Ridge,Salt Lake,Natural,,500'
47,2021-02-05,Avalanche: Temple Couloir,Logan,Natural,"10""",25'
48,2021-02-05,Avalanche: Maybird Gulch,Salt Lake,Natural,3',250'
49,2021-02-05,Avalanche: Provo,Provo,,,
50,2021-02-05,Avalanche: Alexander Basin,Salt Lake,Skier,3',500'
1,2021-02-05,Avalanche: Temple Couloir,Logan,Natural,"10""",25'
2,2021-02-05,Avalanche: West Desolation Ridge,Salt Lake,Natural,,500'
3,2021-02-04,Avalanche: Beaver Basin,Moab,Unknown,,400'
4,2021-02-03,Avalanche: Raymond Shoulder,Salt Lake,Unknown,,100'
5,2021-02-03,Avalanche: Hallway Couloir,Salt Lake,Natural,"14""",50'
6,2021-02-03,Avalanche: Willard Peak,Ogden,Natural,,
7,2021-02-02,Avalanche: South Monitor Bowl,Salt Lake,Natural,2',300'
8,2021-02-02,Avalanche: Towhead,Skyline,Skier,3',200'
9,2021-02-02,Avalanche: Logan Peak,Logan,Snowmobiler,7',200'
10,2021-02-02,Avalanche: Three Terraces,Logan,Snowmobiler,,
11,2021-02-02,Avalanche: Big Springs,Provo,Skier,2',150'
12,2021-02-02,Avalanche: Chicken Sh#! Ridge,Salt Lake,Snowboarder,3',500'
